Data from WELLPATH_ORIGINAL_SURVEY_POINTS_1.ASC has been resampled to 0.2 
meters and linearly interpolated between original survey points. Computed 
2011-08-31

HEADER INFORMATION 
----------------------------------------------------------------
COMPANY: STATOIL NORWAY
FIELD:  EXPLORATION - UTM Zone 31
WELL NAME: 15/6-12
WELLBORE NAME: 15/6-12 McHenry
Drilled From: Surface
Kick Off Depth: 0.00m
Survey Name: 15/6-12 McHenry
Survey Date: 16.02.2011
Extraction Date: 12.08.2011
----------------------------------------------------------------
Calculation Method: Minimum Curvature
Datum Name: WELL
LAT Reference: Site
----------------------------------------------------------------
Slot EW Map: 426697.000m
Slot NS Map: 6499708.000m
Surface Latitude Map: 58° 37' 48.515 N
Surface Longitude Map: 1° 44' 15.483 E
Bottom Hole MD: 3930.00m
Bottom Hole TVD: 3929.65m
Bottom Hole EW Map: 426694.704m
Bottom Hole NS Map: 6499691.286m
----------------------------------------------------------------
Water Depth: 115.50m
KB-WH: 23.50m
KB-MSL: 23.50m
System Datum: Mean Sea Level
----------------------------------------------------------------
Map-Zone: Zone 31N (0 E to 6 E)
North Reference: Grid
Geo Datum: European 1950 - Mean
VSDIR: 360
----------------------------------------------------------------
SURVEY LIST
MD             Inc            Azim           TVD            X-Offset (E/W) Y-Offset (N/S) UTM E/W        UTM N/S        DLS
m RKB          deg            deg            m RKB          m              m              m              m              deg/30m
1034.20        0.21           195.20         1034.13        6.351          2.154          426703.349     6499710.153    0.26
1034.40        0.21           195.78         1034.33        6.351          2.154          426703.348     6499710.153    0.26
1034.60        0.21           196.37         1034.53        6.350          2.154          426703.347     6499710.153    0.26
1034.80        0.22           196.95         1034.73        6.350          2.154          426703.347     6499710.153    0.26
1035.00        0.22           197.53         1034.93        6.349          2.154          426703.346     6499710.153    0.26
1035.20        0.22           198.11         1035.13        6.349          2.154          426703.346     6499710.153    0.26
1035.40        0.22           198.70         1035.33        6.348          2.154          426703.345     6499710.153    0.26
1035.60        0.22           199.28         1035.53        6.348          2.154          426703.345     6499710.153    0.26
1035.80        0.22           199.86         1035.74        6.347          2.154          426703.344     6499710.153    0.26
1036.00        0.22           200.44         1035.94        6.346          2.154          426703.344     6499710.153    0.26
1036.20        0.22           201.02         1036.14        6.346          2.154          426703.343     6499710.153    0.26
1036.40        0.22           201.61         1036.34        6.345          2.154          426703.343     6499710.153    0.26
1036.60        0.22           202.19         1036.54        6.345          2.154          426703.342     6499710.153    0.27
1036.80        0.22           202.77         1036.74        6.344          2.154          426703.342     6499710.153    0.27
1037.00        0.23           203.35         1036.94        6.344          2.154          426703.341     6499710.153    0.27
1037.20        0.23           203.94         1037.14        6.343          2.154          426703.340     6499710.153    0.27
1037.40        0.23           204.52         1037.34        6.343          2.154          426703.340     6499710.153    0.27
1037.60        0.23           205.10         1037.54        6.342          2.154          426703.339     6499710.153    0.27
1037.80        0.23           205.68         1037.74        6.342          2.154          426703.339     6499710.153    0.27
1038.00        0.23           206.27         1037.94        6.341          2.154          426703.338     6499710.153    0.27
1038.20        0.23           206.85         1038.14        6.340          2.154          426703.338     6499710.153    0.27
1038.40        0.23           207.43         1038.34        6.340          2.154          426703.337     6499710.153    0.27
1038.60        0.23           208.01         1038.54        6.339          2.154          426703.337     6499710.153    0.27
1038.80        0.23           208.59         1038.74        6.339          2.154          426703.336     6499710.153    0.27
1039.00        0.23           209.18         1038.94        6.338          2.154          426703.336     6499710.153    0.27
1039.20        0.23           209.76         1039.14        6.338          2.154          426703.335     6499710.153    0.27
1039.40        0.24           210.34         1039.34        6.337          2.154          426703.335     6499710.153    0.27
1039.60        0.24           210.92         1039.54        6.337          2.154          426703.334     6499710.153    0.27
